run,test_size,train_size,normalize,accuracy,confusion_matrix
3,0.3,0.7,False,0.5979591836734693,"[[  0   0   1   1   0   0   0]
 [  1  10  20  17   2   0   0]
 [  0   9 270 118  30   1   0]
 [  2  15 108 433  91  18   0]
 [  1   3  23  85 145   7   1]
 [  1   0   2  17  14  21   1]
 [  0   0   1   1   0   0   0]]"
4,0.3,0.7,False,0.5925170068027211,"[[  0   0   1   3   0   0   0]
 [  0  12  18  19   4   0   0]
 [  1  14 269 117  31   4   0]
 [  1   8 107 426 102  20   1]
 [  0   0  11  95 141  10   0]
 [  0   0   1  13  16  23   0]
 [  0   0   0   0   1   1   0]]"
5,0.3,0.7,False,0.5680272108843537,"[[  0   0   2   2   0   0   0]
 [  1  15  16  21   3   0   0]
 [  2  17 247 157  21   3   0]
 [  1   6 122 408  95  20   0]
 [  0   2  25  68 144  19   1]
 [  0   0   2  10  19  21   0]
 [  0   0   0   0   0   0   0]]"
6,0.3,0.7,False,0.5843537414965987,"[[  1   0   1   5   0   0   0]
 [  1  13  17  14   6   1   0]
 [  0  22 276 127  14   9   0]
 [  2  16 115 408 102  20   0]
 [  1   1  14  78 132  21   0]
 [  0   0   0  14   9  29   1]
 [  0   0   0   0   0   0   0]]"
7,0.3,0.7,False,0.6020408163265306,"[[  0   1   0   3   1   2   0]
 [  0  17   8  10   3   2   0]
 [  1  17 248 122  22   7   0]
 [  1  17 119 430  87  17   2]
 [  0   2  10  79 164  16   0]
 [  0   1   3  14  17  26   0]
 [  0   0   0   1   0   0   0]]"
8,0.3,0.7,False,0.5782312925170068,"[[  0   0   1   2   1   0   0]
 [  0  13  19  13   3   2   0]
 [  1  19 269 121  25   8   0]
 [  1   6 119 393  98  18   0]
 [  0   3  24  80 153  17   1]
 [  0   0   3  17  16  22   0]
 [  0   0   0   0   2   0   0]]"
9,0.3,0.7,False,0.5857142857142857,"[[  0   2   0   2   0   0   0]
 [  3   9  12  17   4   1   0]
 [  1  18 275 112  21   5   0]
 [  1   9 125 416  94  14   4]
 [  0   0  20  96 139  18   2]
 [  0   0   1  14  12  22   0]
 [  0   0   0   0   0   1   0]]"
10,0.3,0.7,False,0.608843537414966,"[[  0   1   1   3   1   0   0]
 [  0  15  15   9   3   1   0]
 [  0  19 281 108  24   1   0]
 [  0   7 112 420 105  16   0]
 [  0   1  17  77 152  12   1]
 [  0   0   2  20  16  27   1]
 [  0   0   0   0   1   1   0]]"
11,0.3,0.7,False,0.5918367346938775,"[[  0   1   2   2   0   0   0]
 [  2  14  23  11   3   3   0]
 [  2  18 278  96  29   5   0]
 [  1  13 113 415  99  20   0]
 [  0   1  18  93 141  10   2]
 [  0   1   1  15  14  22   0]
 [  0   0   0   0   1   1   0]]"
12,0.3,0.7,False,0.6006802721088436,"[[  0   0   2   0   0   0   0]
 [  0  12  14  11   5   0   0]
 [  1  14 276 128  28   5   0]
 [  0  11 134 431  93  15   0]
 [  0   3  20  62 139  11   0]
 [  0   0   3  12  13  25   0]
 [  0   0   0   2   0   0   0]]"
13,0.3,0.7,False,0.5904761904761905,"[[  0   0   2   4   0   0   0]
 [  0  15  21   7   4   0   0]
 [  1  19 289 125  17   1   0]
 [  4   9 125 392 114   7   0]
 [  0   1  18  80 154  12   0]
 [  0   1   1  17  10  18   0]
 [  0   0   0   1   1   0   0]]"
14,0.3,0.7,False,0.582312925170068,"[[  0   2   3   1   1   1   0]
 [  2  16  13  12   2   1   0]
 [  5  20 271 131  20   5   1]
 [  2  14 114 402  90  15   1]
 [  1   3  22  96 142  10   1]
 [  0   1   4  10   9  25   0]
 [  0   0   0   0   0   1   0]]"
15,0.3,0.7,False,0.5870748299319728,"[[  0   2   4   0   2   0   0]
 [  0  11  17  21   6   0   0]
 [  0  21 272 122  20   5   0]
 [  0  17 122 416  72  19   0]
 [  0   3  22  79 141  20   1]
 [  0   0   2  16  12  23   0]
 [  0   0   0   1   0   1   0]]"
16,0.3,0.7,False,0.5700680272108843,"[[  0   0   1   4   0   0   0]
 [  0  15  14  15   5   0   0]
 [  2  21 273 121  21   3   1]
 [  4  15 132 381 106  33   0]
 [  0   3  22  76 146  11   0]
 [  0   0   3   9  10  23   0]
 [  0   0   0   0   0   0   0]]"
17,0.3,0.7,False,0.580952380952381,"[[  0   1   3   2   1   1   0]
 [  0  16  21  10   4   0   0]
 [  2  21 254 111  28   7   0]
 [  1  12 122 414  99  22   2]
 [  0   3  23  73 149  10   0]
 [  0   0   5  11  20  21   0]
 [  0   0   0   0   1   0   0]]"
18,0.3,0.7,False,0.5952380952380952,"[[  0   1   3   3   0   1   0]
 [  2  17  19  14   1   0   0]
 [  2  17 269 117  29   5   0]
 [  4   8 108 421  97  18   1]
 [  0   6  17  70 149  15   0]
 [  0   1   1  18  15  19   0]
 [  0   0   0   1   1   0   0]]"
19,0.3,0.7,False,0.5768707482993197,"[[  0   2   2   2   1   0   0]
 [  1   7  18  17   1   0   0]
 [  1  21 251 131  21   3   1]
 [  1  12 131 422  94  12   1]
 [  0   3  16  86 151   9   0]
 [  0   0   2  15  18  17   0]
 [  0   0   0   0   0   0   0]]"
20,0.3,0.7,False,0.6,"[[  0   2   5   3   0   0   0]
 [  0  11  20  11   3   1   0]
 [  1  12 273 127  14   3   0]
 [  0  10 124 419  73  22   0]
 [  0   5  21  82 152  10   1]
 [  0   0   1  14  19  27   2]
 [  0   0   0   1   0   1   0]]"
21,0.3,0.7,False,0.5877551020408164,"[[  0   0   0   0   2   1   0]
 [  0   9  21  17   4   0   0]
 [  2  20 267 127  21   4   0]
 [  8  16 125 411  89  21   2]
 [  0   1  17  68 155  14   0]
 [  1   0   2  12   9  22   0]
 [  0   0   0   1   0   1   0]]"
22,0.3,0.7,False,0.6054421768707483,"[[  0   0   1   1   0   0]
 [  2  14  20  16   2   0]
 [  0  13 272 125  24   4]
 [  0  11 111 413 102  20]
 [  1   1  13  73 171  14]
 [  1   0   3   9  13  20]]"
23,0.3,0.7,False,0.5965986394557823,"[[  0   0   3   0   2   0   0]
 [  0  14  19  12   2   0   0]
 [  4  17 284 139  23   4   0]
 [  0  11 110 412  72  28   0]
 [  0   6  20  77 144  20   0]
 [  0   0   2  10  10  23   0]
 [  0   0   1   0   1   0   0]]"
24,0.3,0.7,False,0.5952380952380952,"[[  0   1   4   0   0   1   0]
 [  0  19  11  11   3   1   0]
 [  1  17 261 125  28   5   0]
 [  1  14 131 420  92  18   0]
 [  0   2  16  69 149  10   0]
 [  0   0   5  12  16  26   0]
 [  0   0   0   0   0   1   0]]"
25,0.3,0.7,False,0.5789115646258504,"[[  0   0   2   1   0   0   0]
 [  1  12  18  13   4   0   0]
 [  1  16 268 145  28   3   0]
 [  2  14 114 404  85  21   0]
 [  0   1  26  90 141  14   0]
 [  0   0   0  12   7  26   0]
 [  0   0   0   1   0   0   0]]"
26,0.3,0.7,False,0.5959183673469388,"[[  0   0   2   1   2   0   0]
 [  0  14  20  12   0   1   0]
 [  1  12 266 146  16   2   0]
 [  0   8 124 412  78  10   0]
 [  0   3  22  86 153  16   0]
 [  0   1   4  12  13  31   0]
 [  0   0   1   0   1   0   0]]"
27,0.3,0.7,False,0.6054421768707483,"[[  1   0   1   3   1   0   0]
 [  0  21  11   8   3   1   0]
 [  3  18 250 129  19   7   0]
 [  0  13 116 434  75  12   1]
 [  0   0  20  90 153  17   0]
 [  0   0   3  11  16  31   0]
 [  0   0   0   0   2   0   0]]"
28,0.3,0.7,False,0.5789115646258504,"[[  0   1   5   1   1   0   0]
 [  0  11  26  11   2   1   0]
 [  0  18 284 144  19   5   0]
 [  1  14 113 399  80  22   0]
 [  0   3  23  76 139  23   0]
 [  0   0   4  16   9  18   0]
 [  0   0   0   0   1   0   0]]"
29,0.3,0.7,False,0.5816326530612245,"[[  0   0   2   2   0   0   0]
 [  0  16  18   7   1   0   0]
 [  3  14 284 132  30   8   0]
 [  0  15 125 382  92  26   1]
 [  0   2  14  74 150  14   1]
 [  0   0   1  13  20  23   0]
 [  0   0   0   0   0   0   0]]"
30,0.3,0.7,False,0.5986394557823129,"[[  0   1   0   3   0   0   0]
 [  1  14  18  12   8   1   0]
 [  2  17 274 139  16   4   1]
 [  2  14  98 426  82  17   3]
 [  1   1  27  70 147  22   1]
 [  0   1   0  15  12  19   0]
 [  0   0   0   0   1   0   0]]"
31,0.3,0.7,False,0.580952380952381,"[[  0   0   3   2   0   0   0]
 [  0  11  19   9   3   0   0]
 [  0  24 277 118  20   5   0]
 [  3  13 125 435  75  20   0]
 [  2   7  27  98 113  11   0]
 [  0   1   1  14  11  18   1]
 [  0   0   0   2   2   0   0]]"
32,0.3,0.7,False,0.580952380952381,"[[  0   1   2   1   0   0   0]
 [  2  10  18  26   1   0   0]
 [  1  12 257 139  24   3   0]
 [  1   9 123 427  82  20   1]
 [  0   1  19  96 140  13   0]
 [  0   0   0   9  10  20   0]
 [  0   0   0   1   1   0   0]]"
33,0.3,0.7,False,0.5959183673469388,"[[  0   1   1   3   1   2   0]
 [  2   8  22  14   2   0   0]
 [  3  15 284 117  18   3   0]
 [  1  16 101 426  81   7   0]
 [  0   1  23 103 136  12   0]
 [  0   1   1  17  21  22   0]
 [  0   0   0   3   0   2   0]]"
34,0.3,0.7,False,0.5931972789115646,"[[  0   0   1   2   0   1   0]
 [  0  16  21  17   2   0   0]
 [  1  17 284 103  21   6   0]
 [  1   6 131 413 102  20   0]
 [  0   0  13  92 144  11   1]
 [  0   1   2  17   8  15   0]
 [  0   0   0   1   0   0   0]]"
35,0.3,0.7,False,0.5789115646258504,"[[  0   1   1   0   2   0   0]
 [  1   9  14  19   4   0   0]
 [  3   8 246 123  31   3   1]
 [  2  15 125 413  85  16   1]
 [  0   1  19 103 157  11   0]
 [  0   1   5  11  12  26   1]
 [  0   0   0   0   0   0   0]]"
36,0.3,0.7,False,0.5673469387755102,"[[  0   1   1   4   0   0   0]
 [  0   6  24  16   4   0   0]
 [  2  14 247 142  19  14   0]
 [  1  10 125 420  94  22   0]
 [  0   1  14  83 138  18   0]
 [  0   0   1  15   8  23   0]
 [  0   0   0   0   2   1   0]]"
37,0.3,0.7,False,0.5925170068027211,"[[  0   0   1   6   3   0   0]
 [  0   7  17   8   7   0   1]
 [  0  12 286 132  24   4   0]
 [  2   5 113 418  92  21   0]
 [  1   4  24  82 136  13   0]
 [  0   1   5  12   9  24   0]
 [  0   0   0   0   0   0   0]]"
38,0.3,0.7,False,0.5761904761904761,"[[  0   1   3   1   0   1   0]
 [  0   9  19  14   3   0   0]
 [  3  30 276 117  26   2   0]
 [  6  12 119 401 101  17   2]
 [  1   3  16  84 138  16   1]
 [  0   0   2  11  10  23   1]
 [  0   0   0   1   0   0   0]]"
39,0.3,0.7,False,0.6040816326530613,"[[  0   0   2   2   1   0   0]
 [  0  11  25   6   3   1   0]
 [  2  24 270 112  25   3   0]
 [  2  17 109 433  90  13   0]
 [  0   4  15  84 149  15   0]
 [  0   0   2  11  12  25   0]
 [  0   0   0   1   1   0   0]]"
40,0.3,0.7,False,0.6040816326530613,"[[  0   0   3   1   2   0   0]
 [  0  19  13   6   0   0   0]
 [  3  24 255 120  11   7   0]
 [  0  23 128 439  79  19   1]
 [  2   3  11  70 146  18   1]
 [  0   0   2  16  16  29   1]
 [  0   0   0   1   1   0   0]]"
41,0.3,0.7,False,0.6163265306122448,"[[  0   1   2   3   0   0   0]
 [  0  10  20  13   5   1   0]
 [  2  14 283 107  15   3   0]
 [  3  10 110 446  82  11   0]
 [  0   2  17  97 143  16   0]
 [  0   0   4  13  12  24   0]
 [  0   0   0   1   0   0   0]]"
42,0.3,0.7,False,0.5891156462585034,"[[  0   0   2   4   1   0   0]
 [  0  15  16  13   0   0   0]
 [  1  14 267 120  22   4   0]
 [  1  17 125 406 108  13   0]
 [  2   3  13  86 156  11   0]
 [  0   0   5  14   8  22   0]
 [  0   0   0   0   0   1   0]]"
43,0.3,0.7,False,0.5836734693877551,"[[  0   0   1   2   0   0   0]
 [  0  12  23  10   4   1   0]
 [  2  18 258 133  29   3   0]
 [  0  11 123 414  88  16   1]
 [  0   2  13  87 153  12   1]
 [  0   0   5  17   8  21   0]
 [  0   0   0   1   0   1   0]]"
44,0.3,0.7,False,0.5952380952380952,"[[  0   0   3   1   1   1   0]
 [  0  20  19  10   3   0   0]
 [  0  19 262 117  18   6   0]
 [  4  14 137 420  84  14   0]
 [  0   2  20  87 145   9   1]
 [  0   0   2  12  11  28   0]
 [  0   0   0   0   0   0   0]]"
45,0.3,0.7,False,0.5993197278911565,"[[  0   1   3   0   1   1   0]
 [  0  14  15  11   1   0   0]
 [  1  16 275 114  24   4   1]
 [  0   9 136 414  94  16   0]
 [  1   5  20  72 158  14   0]
 [  0   0   3   6  19  20   0]
 [  0   0   0   1   0   0   0]]"
46,0.3,0.7,False,0.5891156462585034,"[[  0   2   2   6   0   0   0]
 [  0  19  18  12   2   1   0]
 [  3  18 282 111  21   2   0]
 [  1  13 113 418  90  20   0]
 [  0   1  19  94 130  16   1]
 [  0   0   5   9  21  17   0]
 [  0   0   0   2   1   0   0]]"
47,0.3,0.7,False,0.5748299319727891,"[[  0   1   4   2   2   0   0]
 [  0  13  24   8   4   0   0]
 [  1  16 258 129  25   2   1]
 [  1   8 129 396  93  13   1]
 [  0   2  18  86 153  16   0]
 [  0   2   2  25  10  25   0]
 [  0   0   0   0   0   0   0]]"
48,0.3,0.7,False,0.5693877551020409,"[[  0   1   1   3   2   0   0]
 [  0  13  16  12   1   0   0]
 [  2  20 249 131  25   2   0]
 [  6  11 131 386  95  21   2]
 [  0   3  15  93 167   9   0]
 [  0   0   1   9  19  22   0]
 [  0   0   0   0   1   1   0]]"
49,0.3,0.7,False,0.5591836734693878,"[[  0   2   1   2   2   0   0]
 [  0  10  17  15   2   1   0]
 [  1  10 260 130  32   8   0]
 [  1   9 148 401  80  23   1]
 [  0   3  22  93 132  23   3]
 [  0   0   1   7   9  19   0]
 [  0   1   0   0   0   1   0]]"
50,0.3,0.7,False,0.5931972789115646,"[[  0   1   2   2   1   0   0]
 [  0  16  20  13   2   0   0]
 [  0  16 284 121  24   1   0]
 [  0  10 144 404  88  19   1]
 [  1   5  11  69 151  16   0]
 [  0   1   1  14  14  17   0]
 [  0   0   0   0   0   1   0]]"
51,0.3,0.7,False,0.5673469387755102,"[[  0   0   1   1   0   0   0]
 [  0   6  21  19   3   0   0]
 [  0  22 272 108  34  11   0]
 [  1   9 119 392 102  15   3]
 [  0   2  20  93 146   9   2]
 [  0   0   3  20  15  18   0]
 [  0   0   0   1   1   1   0]]"
52,0.3,0.7,False,0.5877551020408164,"[[  0   1   1   4   1   0]
 [  1  14  21   7   2   1]
 [  1  22 249 126  24   6]
 [  2  13 121 424  86  28]
 [  1   4  18  77 147  16]
 [  0   0   4  12   6  30]]"
53,0.3,0.7,False,0.5775510204081633,"[[  0   0   5   3   0   0   0]
 [  2   8  17   8   0   1   0]
 [  3  12 263 141  27   6   0]
 [  3  15 115 421  99  15   0]
 [  0   0  23  83 134  11   0]
 [  0   0   3  14  12  23   0]
 [  0   0   0   1   2   0   0]]"
54,0.3,0.7,False,0.5904761904761905,"[[  0   0   1   0   0   0   0]
 [  1   8  22  18   3   1   0]
 [  0  10 284 134  12   7   0]
 [  0   8 134 392  88  10   0]
 [  1   1  18  87 159  12   1]
 [  0   1   2   9  19  25   0]
 [  0   0   0   0   1   1   0]]"
55,0.3,0.7,False,0.5925170068027211,"[[  0   1   2   3   0   0   0]
 [  0  12  22  19   3   1   0]
 [  2  15 254 115  22   2   0]
 [  3   8 129 430  79   9   0]
 [  1   1  21  87 158   8   0]
 [  0   0   3  18  22  17   0]
 [  0   0   0   0   0   3   0]]"
56,0.3,0.7,False,0.5863945578231292,"[[  0   1   3   3   1   0   0]
 [  0  12  12  19   3   4   0]
 [  0  12 273 142  15   2   0]
 [  0  11 128 419  77  11   1]
 [  0   1  10 114 136  12   0]
 [  0   0   0   6  19  22   0]
 [  0   0   0   1   0   0   0]]"
57,0.3,0.7,False,0.5938775510204082,"[[  0   0   3   4   1   0   0]
 [  0  12  19  16   4   0   0]
 [  1  22 282 133  22   3   0]
 [  0   4 119 416  80  15   1]
 [  1   2  22  78 141  18   1]
 [  0   0   0  10  17  22   0]
 [  0   0   0   1   0   0   0]]"
58,0.3,0.7,False,0.5897959183673469,"[[  0   0   2   3   2   0]
 [  0  12  19   9   4   0]
 [  0  20 272 127  29   2]
 [  1  13 127 438  83  23]
 [  1   2  16  65 128  16]
 [  0   0   7  14  18  17]]"
59,0.3,0.7,False,0.5877551020408164,"[[  0   0   2   5   1   0   0]
 [  1  12  17  17   2   1   0]
 [  1  15 259 150  25   4   1]
 [  0   8  96 422  94  18   1]
 [  0   3   8  89 149  19   2]
 [  0   0   2   9  13  22   1]
 [  0   0   0   1   0   0   0]]"
60,0.3,0.7,False,0.5959183673469388,"[[  1   1   2   3   0   0   0]
 [  1  15  18  14   2   0   0]
 [  1  18 267 137  18   3   0]
 [  1  11 108 426 101  11   0]
 [  1   4  14  87 142  10   1]
 [  0   0   5   6  13  25   0]
 [  0   0   0   1   2   0   0]]"
61,0.3,0.7,False,0.5931972789115646,"[[  0   0   2   2   1   0   0]
 [  0  14  25  14   2   1   0]
 [  1  19 269 113  18   4   1]
 [  5  10 111 419 120   9   1]
 [  0   2  18  78 152  10   1]
 [  0   0   4  15  11  18   0]
 [  0   0   0   0   0   0   0]]"
62,0.3,0.7,False,0.6074829931972789,"[[  0   0   5   1   1   0   0]
 [  0  13  23   9   3   0   0]
 [  1  15 279 118  15   2   1]
 [  2  17 120 417  82  18   1]
 [  1   2  18  75 162  20   0]
 [  0   1   1  12  13  22   0]
 [  0   0   0   0   0   0   0]]"
63,0.3,0.7,False,0.5891156462585034,"[[  0   1   1   3   2   1   0]
 [  0  16  23  19   2   1   0]
 [  0  12 276 126  22   2   0]
 [  1  13 121 420  83  19   0]
 [  0   3  17  89 131  12   1]
 [  0   0   3  14  10  23   0]
 [  0   0   0   0   2   1   0]]"
64,0.3,0.7,False,0.580952380952381,"[[  0   0   2   3   1   0   0]
 [  0  11  19  18   2   1   0]
 [  0  13 256 138  19   8   0]
 [  2   8 120 429  93  25   0]
 [  0   2  17  86 136   7   0]
 [  0   1   1  23   6  22   0]
 [  0   0   0   0   1   0   0]]"
65,0.3,0.7,False,0.5884353741496599,"[[  0   0   1   2   4   0   0]
 [  1  13  17  14   4   2   0]
 [  1  16 262 110  16   2   0]
 [  1  10 123 408  98  27   0]
 [  0   7  20  83 160  13   1]
 [  0   0   4  14  13  22   0]
 [  0   0   0   1   0   0   0]]"
66,0.3,0.7,False,0.5687074829931973,"[[  0   1   3   1   0   0   0]
 [  0   9  13  15   4   0   0]
 [  6  28 260 122  24   0   0]
 [  0  14 131 395  91  15   0]
 [  0   1  22  93 149   8   1]
 [  0   0   1  14  23  23   0]
 [  0   0   1   0   1   1   0]]"
67,0.3,0.7,False,0.573469387755102,"[[  0   2   2   3   0   0   0]
 [  0  13  15  10   2   2   0]
 [  0  27 234 133  16   2   1]
 [  0  13 138 417 101  27   0]
 [  0   2  16  71 157   9   1]
 [  0   1   1  20  11  22   0]
 [  0   0   0   0   1   0   0]]"
68,0.3,0.7,False,0.5727891156462585,"[[  0   0   3   2   1   0   0]
 [  0   9  24  17   1   0   0]
 [  0  20 266  99  24   3   1]
 [  4  14 108 404 104  22   0]
 [  0   2  28 104 142  11   1]
 [  0   1   2  15  16  21   0]
 [  0   0   0   0   1   0   0]]"
69,0.3,0.7,False,0.5925170068027211,"[[  0   1   1   1   0   0   0]
 [  4   9  14  17   3   0   0]
 [  0  13 274 141  27   5   0]
 [  3  19 119 418  80  19   1]
 [  0   3  12  77 148   8   2]
 [  0   3   1  17   6  22   0]
 [  0   0   0   1   1   0   0]]"
70,0.3,0.7,False,0.5850340136054422,"[[  0   1   5   2   1   0   0]
 [  0  14  22  11   4   0   0]
 [  3  20 260 117  22   3   0]
 [  0  11 118 418  93  17   0]
 [  0   0  15  96 141  23   0]
 [  0   2   1  11   9  27   0]
 [  0   0   0   2   0   1   0]]"
71,0.3,0.7,False,0.5707482993197279,"[[  0   1   4   1   0   0]
 [  0  12  20  13   2   1]
 [  2  16 259 122  28   4]
 [  4   9 127 405 102  20]
 [  0   3  12  86 143  13]
 [  0   0   3  20  18  20]]"
72,0.3,0.7,False,0.5877551020408164,"[[  0   0   6   0   1   0   0]
 [  0  10  18  17   4   2   0]
 [  0   9 261 136  29   3   0]
 [  1   7 115 407  98  24   1]
 [  0   1  20  66 163  18   1]
 [  0   2   1  10  16  23   0]
 [  0   0   0   0   0   0   0]]"
73,0.3,0.7,False,0.5714285714285714,"[[  0   1   3   2   1   0   0]
 [  2  11  14  12   1   1   0]
 [  3  19 267 115  18   6   0]
 [  0  16 142 394 106   9   0]
 [  0   3  28  84 147  10   1]
 [  0   0   3  15  15  21   0]
 [  0   0   0   0   0   0   0]]"
74,0.3,0.7,False,0.5850340136054422,"[[  0   1   1   3   1   0   0]
 [  1  10  23  11   5   0   0]
 [  0  12 282 125  30   5   0]
 [  0   6 125 408 109  15   0]
 [  0   0  24  72 134  11   0]
 [  0   0   3  14  12  26   0]
 [  0   0   0   0   1   0   0]]"
75,0.3,0.7,False,0.5863945578231292,"[[  0   0   1   2   0   0   0]
 [  1  12  21  18   1   1   0]
 [  3  10 253 136  19   7   0]
 [  1  18 115 425  84   8   1]
 [  0   2  16  94 140  13   1]
 [  0   2   1  15  16  32   0]
 [  0   0   1   0   0   0   0]]"
76,0.3,0.7,False,0.564625850340136,"[[  0   0   1   4   0   0   0]
 [  0   8  15  16   3   0   0]
 [  0  25 246 129  21   3   0]
 [  2  16 142 403 105  12   0]
 [  0   6  13  90 158   8   0]
 [  0   1   1  13  12  15   0]
 [  0   0   0   0   1   1   0]]"
77,0.3,0.7,False,0.5897959183673469,"[[  0   1   1   2   1   0   0]
 [  0  13  13  14   2   1   0]
 [  1  17 266 126  21   4   1]
 [  1  11 127 426  98  15   0]
 [  0   1  13  84 142  18   0]
 [  0   0   3   6  20  20   0]
 [  0   0   0   1   0   0   0]]"
78,0.3,0.7,False,0.5877551020408164,"[[  0   2   3   1   0   0   0]
 [  0   9  23  14   3   2   0]
 [  4  10 287 121  23   5   0]
 [  0  16 123 411 102  18   0]
 [  0   1  15  75 137   7   1]
 [  0   0   5  18  13  20   0]
 [  0   0   0   1   0   0   0]]"
79,0.3,0.7,False,0.5877551020408164,"[[  0   2   2   0   0   0   0]
 [  0  12  19  15   2   0   0]
 [  1  18 285 125  26   4   0]
 [  0  11 123 412  89  15   0]
 [  0   3  14  89 136  10   2]
 [  0   1   0  16  18  19   1]
 [  0   0   0   0   0   0   0]]"
80,0.3,0.7,False,0.5918367346938775,"[[  0   0   3   6   1   0   0]
 [  0  11  13  10   5   1   0]
 [  0  15 262 128  18   3   0]
 [  6  12 119 419  95  17   1]
 [  2   8  16  81 151  13   1]
 [  0   1   1  11  13  27   0]
 [  0   0   0   0   0   0   0]]"
81,0.3,0.7,False,0.5945578231292517,"[[  0   0   1   5   0   0   0]
 [  0   8  19  17   3   1   1]
 [  0  15 277 131  16   2   0]
 [  0  10 123 441  85  15   0]
 [  0   1  15  87 132  15   0]
 [  0   0   2  12  19  16   0]
 [  0   0   0   0   0   1   0]]"
82,0.3,0.7,False,0.6074829931972789,"[[  0   2   2   2   0   0   0]
 [  1  10  14  10   1   2   0]
 [  1  12 278 109  17   4   0]
 [  5   8 123 411  96  11   2]
 [  1   0  28  90 169   5   1]
 [  0   1   1  19   8  25   0]
 [  0   0   0   0   1   0   0]]"
83,0.3,0.7,False,0.5884353741496599,"[[  0   0   1   2   2   0   0]
 [  1  14  17  14   2   0   0]
 [  1  23 260 109  33   3   0]
 [  2   5 119 414  91  17   1]
 [  1   2  20  75 156  20   0]
 [  0   0   2  23  18  21   1]
 [  0   0   0   0   0   0   0]]"
84,0.3,0.7,False,0.5795918367346938,"[[  0   0   3   4   0   0   0]
 [  2  12  24  14   3   0   0]
 [  4  18 260 138  26   5   0]
 [  1  16 107 411  82  15   1]
 [  0   2  29  83 144  17   1]
 [  0   0   3  13   7  25   0]
 [  0   0   0   0   0   0   0]]"
85,0.3,0.7,False,0.5863945578231292,"[[  0   1   2   0   1   0   0]
 [  1  12  19  12   9   0   0]
 [  0  19 262 122  21   1   0]
 [  1   9 141 418 111  16   0]
 [  3   2  23  66 144   8   0]
 [  0   0   4   6   7  26   0]
 [  0   0   0   2   1   0   0]]"
86,0.3,0.7,False,0.573469387755102,"[[  0   1   4   3   0   1   0]
 [  0  14  21  12   1   1   0]
 [  2  12 263 106  30   4   0]
 [  2  16 135 401  91  24   0]
 [  0   3  21  84 144  22   0]
 [  0   0   4  12  12  21   0]
 [  0   0   0   2   1   0   0]]"
87,0.3,0.7,False,0.610204081632653,"[[  0   1   2   1   0   0   0]
 [  1   9  14  18   1   0   0]
 [  1  12 276 120  23   5   0]
 [  4  11 120 433  80  20   0]
 [  0   0  27  72 151   4   0]
 [  0   1   4  14  14  28   0]
 [  0   0   1   0   2   0   0]]"
88,0.3,0.7,False,0.5891156462585034,"[[  0   0   4   2   1   0   0]
 [  0  12  15   8   4   0   0]
 [  1  14 274 123  23   2   0]
 [  0   9 144 432  93  16   0]
 [  0   0  19  70 127  16   1]
 [  0   1   3  19  15  21   0]
 [  0   0   1   0   0   0   0]]"
89,0.3,0.7,False,0.5761904761904761,"[[  0   1   4   3   1   0   0]
 [  0  15  25   6   3   0   0]
 [  1  15 265 134  37   1   0]
 [  3  11 117 404 100  18   1]
 [  0   1  16  96 140   5   0]
 [  0   0   1  10  12  23   0]
 [  0   0   0   0   1   0   0]]"
90,0.3,0.7,False,0.5938775510204082,"[[  0   1   1   1   1   0   0]
 [  0  14  11  12   6   2   0]
 [  1  27 292 133  20   3   0]
 [  2  11 100 407  76  21   1]
 [  1   2  22 102 141  13   1]
 [  0   0   1  14   9  19   0]
 [  0   0   0   1   1   0   0]]"
91,0.3,0.7,False,0.5680272108843537,"[[  0   1   5   1   1   0   0]
 [  0  16  13  13   4   2   0]
 [  0  16 261 116  24   8   0]
 [  0  15 133 392  91  24   1]
 [  0   3  26  89 147  18   0]
 [  0   0   4  15  11  19   0]
 [  0   0   0   0   1   0   0]]"
92,0.3,0.7,False,0.5843537414965987,"[[  0   0   3   4   1   0   0]
 [  1  17  13  13   6   0   0]
 [  0  13 263 125  26   0   0]
 [  0  17 129 412  84  15   1]
 [  0   2  23  87 149  18   2]
 [  0   0   1  16  10  18   0]
 [  0   0   0   0   1   0   0]]"
93,0.3,0.7,False,0.6,"[[  0   0   3   2   2   0   0]
 [  0  12  21  10   5   2   0]
 [  2  24 271 123  34   3   0]
 [  0  11 118 428  69  15   0]
 [  0   0  20  81 148  13   1]
 [  0   0   4  13  12  23   0]
 [  0   0   0   0   0   0   0]]"
94,0.3,0.7,False,0.5972789115646259,"[[  1   1   2   4   0   1   0]
 [  0  12  15  21   2   0   0]
 [  3  23 274 107  23   6   0]
 [  0  15 109 414  89  17   1]
 [  1   2  16  80 156  17   1]
 [  0   0   1  22  12  21   1]
 [  0   0   0   0   0   0   0]]"
95,0.3,0.7,False,0.5802721088435374,"[[  0   1   0   2   2   0   0]
 [  3  16  15   7   1   2   0]
 [  4  16 256 125  23   5   0]
 [  0  17 116 401  93  17   0]
 [  0   0  18  91 157  16   0]
 [  0   0   2  24  15  23   0]
 [  0   0   1   0   1   0   0]]"
96,0.3,0.7,False,0.5945578231292517,"[[  0   2   6   4   1   0   0]
 [  0  18  20  16   1   1   0]
 [  1  14 268 128  24   6   1]
 [  1   6 100 412 107  20   0]
 [  0   3  16  67 152  20   1]
 [  0   1   0  17  11  24   1]
 [  0   0   0   0   0   0   0]]"
